date_added,property_type,price,location,city,latitude,longitude,baths,bedrooms,purpose,Area Type,Area Size,JS Bank,Askari Bank,Faisal Bank, Meezan Bank, Bank Al Habib Limited, Silk Bank, Bank Of Punjab, Sector B Park, Sector F Park, Rafi Park,Lakeview Children's Park, Eden Park,Overseas Park,Al-Shifa Clinic,Nazeer Begum Memorial Hospital,Modern Clinic Complex, Bahria International Hospital, B3 Healthcare Clinic, Begum Akhtar Memorial Hospital, Future World School and College, Dar e Arqam School Phase 8 Campus Bahria Town, Air foundation School System phase 8,Dr. Abdul-Qadeer Khan School and College, The Spirit School Bahria Town Campus,The Smart School Bahria Town campus
3/6/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,1,1,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/3/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/28/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/4/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,8,7,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/4/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/4/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/3/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/4/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/13/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/13/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,7,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/29/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/29/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/3/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/4/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/5/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/10/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/11/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/11/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/15/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/16/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/17/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/17/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/2/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/20/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,3,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
7/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
2/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
2/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,6,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,4,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,6,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
3/6/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,5,5,For Sale,Marla,10,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
6/13/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
5/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,4,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
5/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,4,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
6/6/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,5,4,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
6/13/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
7/1/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,4,4,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
6/20/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,5,4,For Sale,Marla,10,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
